,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
310,1,4,24,4,6,1927,5,3,3,2,1,2,3,33,3,2,2,3,1,2,1
311,1,1,6,4,3,1169,5,5,4,3,1,4,1,67,3,2,2,3,1,2,1
312,1,1,12,2,0,1168,1,3,4,4,1,3,1,27,3,2,1,2,1,1,1
313,1,3,30,4,3,3017,1,5,4,3,1,4,2,47,3,2,1,3,1,1,1
314,1,4,30,3,9,4272,2,3,2,3,1,2,2,26,3,2,2,2,1,1,1
315,1,4,12,4,6,2096,1,4,2,3,1,3,1,49,3,2,1,2,2,1,1
316,1,4,6,1,3,1750,3,5,2,3,1,4,2,45,1,2,1,2,2,1,1
317,1,3,24,4,2,3617,5,5,4,3,2,4,4,20,3,1,2,3,1,1,1
318,0,4,21,3,9,2580,3,2,4,3,1,2,1,41,1,2,1,2,2,1,1
319,1,2,12,4,0,2366,3,4,3,1,1,3,3,36,3,2,1,4,1,2,1
320,1,2,18,2,3,866,1,3,4,4,3,2,1,25,3,2,1,2,1,1,1
321,1,2,24,3,2,2333,5,2,4,3,1,2,2,29,1,2,1,2,1,1,1
322,1,4,9,2,9,1449,1,4,3,2,1,2,3,27,3,2,2,3,1,1,1
323,1,4,12,4,0,1163,3,3,4,3,1,4,1,44,3,2,1,3,1,2,1
324,1,2,48,3,9,6681,5,3,4,3,1,4,4,38,3,3,1,3,2,2,1
325,1,2,7,2,3,2415,1,3,3,3,3,2,1,34,3,2,1,3,1,1,1
326,1,4,30,2,3,1867,5,5,4,3,1,4,3,58,3,2,1,3,1,2,1
327,0,1,12,2,3,674,2,4,4,4,1,1,2,20,3,2,1,3,1,1,1
328,0,2,30,4,0,4249,1,1,4,4,1,2,3,28,3,2,2,4,1,1,1
329,0,2,21,2,9,1188,1,5,2,2,1,4,2,39,3,2,1,3,2,1,1
330,0,4,12,4,3,797,5,5,4,2,1,3,2,33,3,2,1,2,2,1,1
331,0,1,18,0,2,3114,1,2,1,2,1,4,2,26,3,1,1,3,1,1,1
332,1,2,6,2,3,753,1,3,2,2,3,3,1,64,3,2,1,3,1,1,1
333,1,4,6,2,0,3518,1,3,2,3,3,3,2,26,3,1,1,3,1,1,1
334,1,1,18,3,6,8471,5,3,1,2,1,2,3,23,3,1,2,3,1,2,1
335,1,1,6,2,0,662,1,2,3,3,1,4,1,41,3,2,1,2,2,2,1
336,0,1,45,2,3,1845,1,3,4,3,1,4,4,23,3,3,1,3,1,2,1
337,1,4,18,2,2,2515,1,3,3,3,1,4,1,43,3,2,1,3,1,2,1
338,1,4,18,4,0,1055,1,2,4,2,1,1,2,30,3,2,2,3,1,1,1
339,0,1,40,4,6,5998,1,3,4,3,1,3,4,27,1,2,1,3,1,2,1
340,0,4,18,4,6,1864,2,3,4,2,1,2,1,30,3,2,2,3,1,1,1
341,0,4,9,2,2,1980,1,2,2,2,2,2,3,19,3,1,2,3,1,1,1
342,1,4,27,4,2,4526,4,2,4,3,1,2,1,32,2,2,2,2,2,2,1
343,1,4,12,4,2,1402,3,4,3,2,1,4,3,37,3,1,1,3,1,2,1
344,1,2,20,2,1,6468,5,1,1,1,1,4,1,60,3,2,1,4,1,2,1
345,1,2,12,4,3,3573,1,3,1,2,1,1,1,23,3,2,1,2,1,1,1
346,1,2,12,2,1,2028,5,3,4,3,1,2,3,30,3,2,1,3,1,1,1
347,0,2,45,4,3,4746,1,2,4,3,1,2,2,24,1,2,2,2,1,1,1
348,0,2,12,2,5,639,1,3,4,3,1,2,3,30,3,2,1,3,1,1,1
349,0,2,48,0,9,14421,1,3,2,3,1,2,3,25,2,2,1,3,1,2,1
350,1,4,21,4,2,2288,1,2,4,2,1,4,2,23,3,2,1,3,1,2,1
351,1,1,11,4,0,3905,1,3,2,3,1,2,1,36,3,1,2,3,2,1,1
352,1,2,24,4,6,5743,1,2,2,2,1,4,4,24,3,3,2,3,1,2,1
353,0,4,18,2,5,1943,1,2,4,2,1,4,1,23,3,2,1,3,1,1,1
354,1,4,24,4,2,2028,1,4,2,3,1,2,2,30,3,2,2,2,1,1,1
355,1,4,12,2,3,886,5,3,4,2,1,2,3,21,3,2,1,3,1,1,1
356,1,4,24,2,3,1413,1,3,4,4,1,2,2,28,3,2,1,3,1,1,1
357,1,3,6,4,6,1047,1,3,2,2,1,4,2,50,3,2,1,2,1,1,1
358,1,2,6,4,8,932,5,4,1,2,1,3,2,39,3,2,2,2,1,1,1
359,0,1,18,2,3,3190,1,3,2,2,1,2,1,24,3,2,1,3,1,1,1
360,1,3,24,2,3,1258,3,3,3,2,1,3,3,57,3,2,1,2,1,1,1
361,1,4,36,2,9,5742,2,4,2,3,1,2,3,31,3,2,2,3,1,2,1
362,0,2,12,2,3,1484,5,3,2,4,1,1,1,25,3,2,1,3,1,2,1
363,0,4,18,2,0,6761,5,3,2,3,1,4,3,68,2,1,2,3,1,1,1
364,0,4,36,4,2,7127,1,2,2,2,1,4,2,23,3,1,2,3,1,2,1
365,1,1,30,0,9,8072,5,2,2,3,1,3,3,25,1,2,3,3,1,1,1
366,1,4,18,2,3,1126,5,2,4,2,1,2,1,21,3,1,1,3,1,2,1
367,0,4,24,3,0,2538,1,5,4,3,1,4,3,47,3,2,2,2,2,1,1
368,1,4,15,4,3,1316,3,3,2,4,1,2,2,47,3,2,2,2,1,1,1
369,1,1,6,4,3,338,3,5,4,3,1,4,3,52,3,2,2,3,1,1,1
370,1,1,12,2,3,1498,1,3,4,2,1,1,3,23,1,2,1,3,1,1,1
371,1,2,18,2,6,1239,5,3,4,3,1,4,4,61,3,3,1,3,1,1,1
372,0,1,20,4,0,2235,1,3,4,4,3,2,2,33,1,1,2,3,1,1,2
373,0,1,12,1,3,2149,1,3,4,1,1,1,4,29,3,3,1,3,1,1,1
374,1,1,21,2,3,3357,4,2,4,2,1,2,3,29,1,2,1,3,1,1,1
375,0,1,18,1,2,1553,1,3,4,3,1,3,3,44,1,2,1,3,1,1,1
376,1,1,36,2,1,5493,1,5,2,3,1,4,4,42,3,3,1,3,2,1,1
377,1,4,12,2,1,1413,4,4,3,3,1,2,2,55,3,2,1,3,1,1,2
378,0,2,15,1,0,6850,2,1,1,3,1,2,2,34,2,2,1,4,2,2,1
379,1,2,11,3,3,4771,1,4,2,3,1,4,2,51,3,2,1,3,1,1,1
380,1,4,18,2,9,1950,1,4,4,3,1,1,3,34,2,2,2,3,1,2,1
381,0,1,30,2,5,11998,1,2,1,1,1,1,4,34,1,2,1,2,1,2,1
382,1,1,36,4,2,5371,1,3,3,3,3,2,2,28,3,2,2,3,1,1,1
383,0,1,24,1,9,3161,1,3,4,3,1,2,2,31,1,1,1,3,1,2,1
384,0,2,18,4,0,884,1,5,4,3,1,4,3,36,3,2,1,3,2,2,1
385,1,4,12,2,3,804,1,5,4,3,1,4,3,38,3,2,1,3,1,1,1
386,1,2,24,3,3,6403,1,2,1,3,1,2,3,33,3,2,1,3,1,1,1
387,1,1,12,2,3,2214,1,3,4,3,1,3,2,24,3,2,1,2,1,1,1
388,1,4,9,2,2,1313,1,5,1,3,1,4,3,20,3,2,1,3,1,1,1
389,1,4,24,2,0,1474,2,2,4,4,1,3,1,33,3,2,1,3,1,2,1
390,1,2,36,3,0,7432,1,3,2,2,1,2,2,54,3,1,1,3,1,1,1
391,1,1,12,2,2,1858,1,2,4,2,1,1,3,22,3,1,1,3,1,1,1
392,1,4,11,4,0,1393,1,2,4,2,1,4,3,35,3,2,2,4,1,1,1
393,1,4,24,3,0,2032,1,5,4,3,1,4,4,60,3,3,2,3,1,2,1
394,1,4,12,4,3,618,1,5,4,3,1,4,1,56,3,2,1,3,1,1,1
395,1,2,12,2,9,1037,2,4,3,3,1,4,1,39,3,2,1,2,1,1,1
396,1,1,15,2,2,1845,1,2,4,2,3,1,2,46,3,1,1,3,1,1,1
397,1,4,60,4,0,13756,5,5,2,3,1,4,4,63,1,3,1,4,1,2,1
398,1,4,24,4,3,2611,1,5,4,4,2,3,1,46,3,2,2,3,1,1,1
399,1,2,12,4,1,1860,1,1,4,3,1,2,3,34,3,2,2,4,1,2,1
400,1,2,30,2,3,2991,5,5,2,2,1,4,3,25,3,2,1,3,1,1,1
401,0,4,10,2,2,2210,1,3,2,3,1,2,1,25,3,1,1,2,1,1,1
402,0,1,12,2,8,902,1,4,4,4,1,4,2,21,3,1,1,3,1,1,1
403,1,1,12,2,3,1107,1,3,2,3,1,2,1,20,3,1,1,4,2,2,1
404,1,1,36,2,2,3620,1,3,1,3,3,2,2,37,3,2,1,3,2,1,1
405,1,4,48,2,3,10222,5,4,4,3,1,3,3,37,2,2,1,3,1,2,1
406,1,2,48,2,0,8487,5,4,1,2,1,2,3,24,3,2,1,3,1,1,1
407,1,2,12,2,0,1318,4,5,4,3,1,4,1,54,3,2,1,3,1,2,1
408,1,4,12,2,0,1884,1,5,4,3,1,4,3,39,3,2,1,4,1,2,1
409,1,1,21,4,0,1602,1,5,4,4,1,3,3,30,3,2,2,3,1,2,1
410,1,4,24,2,2,2835,3,5,3,3,1,4,2,53,3,2,1,3,1,1,1
411,1,3,12,2,3,1297,1,3,3,4,1,4,1,23,3,1,1,3,1,1,1
412,1,1,47,2,0,10722,1,2,1,2,1,1,1,35,3,2,1,2,1,2,1
413,0,1,12,2,3,709,1,5,4,3,1,4,1,57,3,2,1,2,1,1,1
414,1,2,48,2,3,3979,5,4,4,3,1,1,3,41,3,2,2,3,2,2,1
415,0,2,12,2,3,1534,1,2,1,4,1,1,1,23,3,1,1,3,1,1,1
416,0,1,42,3,3,4370,1,4,3,3,1,2,2,26,1,2,2,3,2,2,1
417,0,2,12,2,3,766,3,3,4,3,1,3,1,66,3,2,1,2,1,1,1
418,1,1,11,4,0,3939,1,3,1,3,1,2,1,40,3,2,2,2,2,1,1
419,0,1,12,1,3,626,1,3,4,2,1,4,1,24,1,2,1,2,1,1,1
420,0,2,36,3,0,8086,2,5,2,3,1,4,3,42,2,2,4,4,1,2,1
421,1,1,30,2,3,2522,1,5,1,3,3,3,2,39,3,2,1,3,2,1,1
422,1,2,12,4,2,3617,1,5,1,3,1,4,3,28,3,1,3,3,1,2,1
423,1,2,16,4,0,1175,1,1,2,3,1,3,3,68,3,3,3,1,1,2,1
424,0,1,24,3,0,1333,1,1,4,3,1,2,1,43,3,3,2,3,2,1,1
425,0,2,45,2,3,3031,2,3,4,3,3,4,2,21,3,1,1,3,1,1,1
426,0,2,12,2,2,2762,5,5,1,2,1,2,2,25,3,2,1,3,1,2,1
427,1,4,18,4,1,3229,5,1,2,3,1,4,4,38,3,2,1,4,1,2,1
428,0,2,15,3,5,1512,4,3,3,4,1,3,2,61,2,2,2,3,1,1,1
429,1,4,33,4,1,7253,1,4,3,3,1,2,3,35,3,2,2,4,1,2,1
430,1,1,24,2,2,4169,1,3,4,3,1,4,2,28,3,2,1,3,1,1,1
431,0,2,36,3,9,4455,1,3,2,1,1,2,1,30,2,2,2,4,1,2,1
432,1,4,36,2,9,7409,5,5,3,3,1,2,2,37,3,2,2,3,1,1,1
433,1,2,8,2,3,760,1,4,4,2,3,2,1,44,3,2,1,2,1,1,1
434,1,4,10,2,1,2848,2,3,1,3,2,2,1,32,3,2,1,3,2,1,1
435,1,2,18,4,2,6361,1,5,2,3,1,1,4,41,3,2,1,3,1,2,1
436,1,2,11,4,0,1322,4,3,4,2,1,4,3,40,3,2,2,3,1,1,1
437,0,4,36,2,6,1819,1,3,4,3,1,4,4,37,2,3,1,3,1,2,1
438,1,4,15,2,0,3186,4,4,2,2,1,3,3,20,3,1,1,3,1,1,1
439,1,4,24,2,0,2255,5,2,4,3,1,1,2,54,3,2,1,3,1,1,1
440,1,4,21,2,3,3160,5,5,4,3,1,3,2,41,3,2,1,3,1,2,1
441,1,2,30,2,3,1715,5,3,4,2,1,1,3,26,3,2,1,3,1,1,1
442,1,4,12,2,2,1736,1,4,3,2,1,4,1,31,3,2,1,2,1,1,1
443,1,1,12,4,3,385,1,4,4,2,1,3,1,58,3,2,4,2,1,2,1
444,0,2,18,4,0,1056,1,5,3,3,3,3,1,30,3,2,2,3,1,1,1
445,1,4,12,4,3,717,1,5,4,3,1,4,1,52,3,2,3,3,1,1,1
446,1,1,15,4,2,975,1,3,2,1,1,3,2,25,3,2,2,3,1,1,1
447,1,2,12,2,0,7472,5,1,1,2,1,2,1,24,3,1,1,1,1,1,1
448,1,2,18,2,9,1941,4,3,4,3,1,2,2,35,3,2,1,2,1,2,1
449,1,2,18,4,9,3590,1,1,3,4,1,3,3,40,3,2,3,1,2,2,1
450,0,4,48,2,9,3914,5,3,4,1,1,2,1,38,1,2,1,3,1,1,1
451,1,4,24,3,1,4679,1,4,3,3,1,3,3,35,3,2,2,2,1,2,1
452,1,1,8,4,10,1164,1,5,3,3,1,4,4,51,1,3,2,4,2,2,1
453,1,2,20,0,1,6148,2,5,3,4,1,4,3,31,1,2,2,3,1,2,1
454,0,2,24,0,9,4241,1,3,1,3,1,4,1,36,3,2,3,2,1,2,1
455,1,2,30,2,2,3832,1,2,2,4,1,1,2,22,3,2,1,3,1,1,1
456,0,1,36,1,2,2746,1,5,4,3,1,4,3,31,1,2,1,3,1,1,1
457,1,4,36,2,3,2299,3,5,4,3,1,4,3,39,3,2,1,3,1,1,1
458,1,4,12,4,9,1185,1,3,3,2,1,2,1,27,3,2,2,3,1,1,1
459,1,4,9,2,2,1388,1,3,4,2,1,2,1,26,3,1,1,3,1,1,1
460,1,4,6,4,0,2080,3,3,1,4,1,2,3,24,3,2,1,3,1,1,1
461,0,1,12,0,3,6199,1,3,4,3,1,2,2,28,3,1,2,3,1,2,1
462,0,1,45,0,9,11816,1,5,2,3,1,4,3,29,3,1,2,3,1,1,1
463,1,2,12,2,3,1158,3,3,3,1,1,1,3,26,3,2,1,3,1,2,1
464,0,2,24,2,0,2718,1,3,3,2,1,4,2,20,3,1,1,2,1,2,1
465,1,1,15,4,2,1433,1,3,4,2,1,3,2,25,3,1,2,3,1,1,1
466,0,4,36,2,2,3349,1,3,4,2,1,2,3,28,3,2,1,4,1,2,1
467,0,2,6,2,0,14555,5,1,1,3,1,2,2,23,3,2,1,1,1,2,1
468,0,1,12,4,0,4843,1,5,3,3,2,4,2,43,3,1,2,3,1,2,1
469,1,4,48,3,3,7238,5,5,3,3,1,3,3,32,1,2,2,3,2,1,1
470,1,1,8,4,0,3398,1,4,1,3,1,4,1,39,3,2,2,2,1,1,2
471,0,1,42,2,3,7174,5,4,4,2,1,3,3,30,3,2,1,4,1,2,1
472,1,4,12,4,6,701,1,3,4,3,1,2,3,32,3,2,2,3,1,1,1
473,0,2,24,2,0,1355,1,2,3,2,1,4,3,25,3,2,1,2,1,2,1
474,1,1,6,2,4,343,1,2,4,2,1,1,1,27,3,2,1,3,1,1,1
475,1,4,9,2,4,1236,1,2,1,2,1,4,1,23,3,1,1,3,1,2,1
476,1,4,48,4,1,2751,5,5,4,3,1,3,3,38,3,2,2,3,2,2,1
477,1,4,18,2,1,3378,5,3,2,3,1,1,2,31,3,2,1,3,1,2,1
478,1,4,7,3,3,846,5,5,3,3,1,4,4,36,3,3,1,3,1,1,1
479,1,1,18,2,3,3509,1,4,4,2,3,1,1,25,3,2,1,3,1,1,1
480,1,2,36,4,1,5800,1,3,3,3,1,4,3,34,3,2,2,3,1,2,1
481,1,4,18,2,3,4594,1,2,3,3,1,2,3,32,3,2,1,3,1,2,1
482,1,4,24,4,3,2223,2,5,4,3,1,4,2,52,1,2,2,3,1,1,1
483,1,4,10,2,0,1418,2,3,3,3,1,2,1,35,3,1,1,2,1,1,2
484,0,2,72,2,3,5595,2,3,2,4,1,2,3,24,3,2,1,3,1,1,1
485,1,2,21,2,2,3976,5,4,2,3,1,3,3,35,3,2,1,3,1,2,1
486,1,4,24,2,2,3972,1,4,2,2,1,4,2,25,3,1,1,3,1,2,1
487,1,4,15,4,1,3368,4,5,3,3,1,4,4,23,3,1,2,3,1,2,1
488,0,4,18,2,2,1533,1,2,4,4,2,1,2,43,3,2,1,2,2,1,1
489,1,4,24,4,3,2578,4,5,2,3,1,2,3,34,3,2,1,3,1,1,1
490,1,4,12,4,0,1495,1,5,4,3,1,1,1,38,3,2,2,2,2,1,1
491,1,4,15,2,2,2186,5,4,1,2,1,4,1,33,1,1,1,2,1,1,1
492,1,4,6,2,3,1346,2,5,2,3,1,4,4,42,1,3,1,3,2,2,1
493,1,4,24,3,9,2978,5,3,4,3,1,4,1,32,3,2,2,3,2,2,1
494,1,1,15,2,0,2511,1,1,1,2,1,4,3,23,3,1,1,3,1,1,1
495,1,2,30,3,9,2503,2,5,4,3,1,2,2,41,2,2,2,3,1,1,1
496,1,1,24,2,3,2384,1,5,4,3,1,4,1,64,1,1,1,2,1,1,1
497,0,1,18,2,4,1217,1,3,4,4,1,3,1,47,3,2,1,2,1,2,1
498,0,4,36,3,9,7980,5,2,4,3,1,4,3,27,3,1,2,3,1,2,1
499,1,1,12,2,2,1262,5,5,2,1,1,4,2,49,3,2,1,2,1,2,1
500,1,4,6,4,0,250,4,3,2,2,1,2,1,41,1,2,2,2,1,1,1
501,1,1,6,4,0,609,1,4,4,2,1,3,2,37,3,2,2,3,1,1,1
502,1,1,21,2,0,3763,5,4,2,3,2,2,1,24,3,2,1,2,1,1,2
503,0,1,36,2,1,8229,1,3,2,3,1,2,2,26,3,2,1,3,2,1,1
504,1,4,24,3,0,717,5,5,4,4,1,4,3,54,3,2,2,3,1,2,1
505,1,1,24,2,2,3149,1,2,4,3,1,1,4,22,1,3,1,3,1,1,1
506,1,1,12,2,0,1893,1,3,4,2,3,4,2,29,3,2,1,3,1,2,1
507,0,1,36,2,0,1842,1,2,4,2,1,4,3,34,3,2,1,3,1,2,1
508,0,4,21,0,0,5003,5,3,1,2,1,4,2,29,1,2,2,3,1,2,1
509,1,2,18,2,3,1301,1,5,4,4,3,2,1,32,3,2,1,2,1,1,1
510,1,4,9,4,2,2406,1,1,2,3,1,3,3,31,3,2,1,4,1,1,1
511,1,3,6,4,0,1323,2,5,2,1,1,4,3,28,3,2,2,3,2,2,1
512,1,4,10,2,1,2901,5,2,1,2,1,4,1,31,3,1,1,3,1,1,1
513,1,3,24,2,3,5152,1,4,4,3,1,2,3,25,1,2,1,3,1,1,1
514,1,3,12,2,3,3399,5,5,2,3,1,3,3,37,3,2,1,4,1,1,1
515,1,4,12,4,3,1655,1,5,2,3,1,4,1,63,3,2,2,2,1,2,1
516,0,1,24,4,0,1199,1,5,4,3,1,4,3,60,3,2,2,2,1,1,1
517,0,4,18,1,0,6458,1,5,2,3,1,4,4,39,1,2,2,4,2,2,1
518,1,4,36,2,0,3079,5,3,4,3,1,4,1,36,3,2,1,3,1,1,1
519,0,1,48,2,4,3051,1,3,3,3,1,4,3,54,3,2,1,3,1,1,1
520,0,1,18,2,2,2473,1,1,4,3,1,1,3,25,3,2,1,1,1,1,1
521,1,1,10,4,0,2241,1,2,1,3,1,3,1,48,3,1,2,2,2,1,2
522,1,2,12,2,0,6078,1,4,2,3,1,2,3,32,3,2,1,3,1,1,1
523,1,4,24,2,8,937,1,2,4,4,1,3,3,27,3,2,2,2,1,1,1
524,1,4,24,4,9,4526,1,3,3,3,1,2,1,74,3,2,1,4,1,2,1
525,1,2,18,2,0,6260,1,4,3,3,1,3,1,28,3,1,1,2,1,1,1
526,1,4,10,2,0,1597,3,3,3,3,1,2,4,40,3,1,1,2,2,1,2
527,1,2,15,2,3,1444,5,2,4,3,1,1,2,23,3,2,1,3,1,1,1
528,0,2,48,0,9,3844,2,4,4,3,1,4,4,34,3,3,1,2,2,1,1
529,0,1,18,2,2,2039,1,3,1,2,1,4,1,20,3,1,1,3,1,1,1
530,1,2,7,2,3,2576,1,3,2,3,3,2,1,35,3,2,1,3,1,1,2
531,1,4,24,4,0,2022,1,3,4,2,1,4,3,37,3,2,1,3,1,2,1
532,1,4,24,4,5,2058,1,3,4,1,1,2,1,33,3,2,2,3,1,2,1
533,0,1,48,0,1,4605,1,5,3,3,1,4,4,24,3,3,2,3,2,1,1
534,0,1,12,1,0,697,1,2,4,3,1,2,3,46,1,2,2,3,1,2,1
535,1,1,12,2,2,1620,1,3,2,2,2,3,2,30,3,2,1,3,1,1,1
536,0,1,24,2,0,4817,1,4,2,3,2,3,2,31,3,2,1,3,1,2,1
537,0,2,12,2,3,1331,1,2,2,3,1,1,3,22,3,2,1,3,1,1,1
538,1,4,21,2,2,2241,1,5,4,3,1,2,1,50,3,2,2,3,1,1,1
539,1,4,24,4,3,2424,5,5,4,3,1,4,2,53,3,2,2,3,1,1,1
540,1,2,24,3,9,4712,5,3,4,3,1,2,2,34,1,2,2,4,1,2,1
541,1,4,18,4,3,629,3,5,4,3,1,3,2,32,1,2,2,4,1,2,1
542,1,1,12,4,0,2171,1,3,4,3,1,4,2,38,1,2,2,2,1,1,2
543,0,1,21,2,3,1835,1,3,3,2,1,2,1,25,3,2,2,3,1,2,1
544,0,1,18,2,3,1882,1,3,4,2,1,4,3,25,1,1,2,3,1,1,1
545,1,2,36,2,6,2273,1,4,3,3,1,1,3,32,3,2,2,3,2,1,1
546,1,4,36,2,1,4686,1,3,2,3,1,2,4,32,3,3,1,4,1,2,1
547,1,3,6,2,0,709,4,2,2,4,1,2,1,27,3,2,1,1,1,1,2
548,1,2,12,0,8,1410,1,3,2,3,1,2,1,31,3,2,1,2,1,2,1
549,1,3,12,2,3,3016,1,3,3,4,1,1,3,24,3,2,1,3,1,1,1
550,1,4,12,2,3,776,1,3,4,4,1,2,1,28,3,2,1,3,1,1,1
551,0,1,12,2,4,741,2,1,4,2,1,3,2,22,3,2,1,3,1,1,1
552,0,2,18,2,0,1042,5,3,4,2,1,2,2,33,3,2,1,3,1,1,1
553,1,1,6,4,0,3676,1,3,1,3,1,3,1,37,3,1,3,3,2,1,1
554,1,2,18,4,2,3612,1,5,3,2,1,4,2,37,3,2,1,3,1,2,2
555,1,1,24,2,1,2812,5,5,2,2,1,4,1,26,3,1,1,3,1,1,1
556,1,1,9,4,5,1288,2,5,3,3,3,4,1,48,3,2,2,3,2,1,2
557,1,2,9,2,0,276,1,3,4,4,1,4,1,22,3,1,1,2,1,1,1
558,1,2,18,2,9,2622,2,3,4,3,1,4,3,34,3,2,1,3,1,1,1
559,1,2,48,2,10,5381,5,1,3,3,1,4,4,40,1,3,1,1,1,2,1
560,0,2,18,3,2,4297,1,5,4,1,1,3,4,40,3,2,1,4,1,2,1
561,1,4,18,4,3,1149,4,3,4,3,1,3,1,46,3,2,2,3,1,1,1
562,1,3,4,2,0,1494,5,2,1,3,1,2,1,29,3,2,1,2,2,1,2
563,1,4,24,4,2,1585,1,4,4,3,1,3,2,40,3,2,2,3,1,1,1
564,1,2,15,4,3,2728,5,4,4,3,3,2,1,35,1,2,3,3,1,2,1
565,1,4,24,2,1,7814,1,4,3,3,1,3,3,38,3,2,1,4,1,2,1
566,0,3,9,2,3,745,1,3,3,2,1,2,1,28,3,2,1,2,1,1,1
567,1,1,6,2,1,1352,3,1,1,2,1,2,2,23,3,1,1,1,1,2,1
568,1,4,21,2,0,2782,3,4,1,2,1,2,3,31,1,2,1,4,1,1,1
569,1,2,18,4,2,7374,1,1,4,3,1,4,2,40,2,2,2,4,1,2,1
570,1,1,6,2,3,2647,3,3,2,3,1,3,1,44,3,1,1,3,2,1,1
571,1,4,11,2,9,2142,4,5,1,1,1,2,1,28,3,2,1,3,1,2,1
572,0,3,10,2,0,1240,2,5,1,2,1,4,4,48,3,3,1,2,2,1,1
573,1,1,9,4,3,1138,1,3,4,3,1,4,1,25,3,2,2,2,1,1,1
574,0,4,24,2,9,4591,4,3,2,3,1,3,2,54,3,2,3,4,1,2,1
575,0,1,12,0,0,1082,1,3,4,3,1,4,3,48,1,2,2,3,1,1,1
576,0,2,6,3,0,1209,1,1,4,3,1,4,2,47,3,2,1,4,1,2,1
577,1,3,30,4,3,3656,5,5,4,3,1,4,2,49,2,2,2,2,1,1,1
578,0,1,24,2,3,1987,1,3,2,3,1,4,1,21,3,1,1,2,2,1,1
579,1,2,15,4,3,1537,5,5,4,3,3,4,1,50,3,2,2,3,1,2,1
580,1,1,13,4,9,1797,1,2,3,3,1,1,2,28,1,2,2,2,1,1,1
581,1,2,7,2,3,2329,1,2,1,2,3,1,1,45,3,2,1,3,1,1,1
582,1,1,18,2,0,2249,2,4,4,3,1,3,3,30,3,2,1,4,2,2,1
583,1,1,30,4,1,10623,1,5,3,3,1,4,4,38,3,3,3,4,2,2,1
584,0,4,36,4,0,7855,1,3,4,2,1,2,1,25,2,2,2,3,1,2,1
585,1,4,18,2,9,1568,2,3,3,2,1,4,2,24,3,1,1,2,1,1,1
586,1,4,24,2,3,1552,1,4,3,3,1,1,3,32,1,2,1,3,2,1,1
587,0,2,18,2,1,12976,1,1,3,2,1,4,4,38,3,3,1,4,1,2,1
588,0,2,12,0,2,2969,1,2,4,2,1,3,2,25,3,1,2,3,1,1,1
589,0,1,18,4,5,1190,1,1,2,2,1,4,4,55,3,3,3,1,2,1,1
590,0,2,48,2,2,9960,1,2,1,2,1,2,3,26,1,2,1,3,1,2,1
591,1,4,15,4,2,1520,5,5,4,3,1,4,2,63,3,2,1,3,1,1,1
592,1,4,30,4,3,3077,5,5,3,3,1,2,3,40,3,2,2,3,2,2,1
593,1,4,12,4,3,2331,5,5,1,3,2,4,1,49,3,2,1,3,1,2,1
594,1,4,60,2,0,10366,1,5,2,3,1,4,2,42,3,2,1,4,1,2,1
595,0,2,24,4,2,4736,1,2,2,2,1,4,3,25,1,2,1,2,1,1,1
596,1,1,18,2,0,4380,2,3,3,3,1,4,3,35,3,2,1,2,2,2,1
597,1,4,36,4,0,6614,1,5,4,3,1,4,3,34,3,2,2,4,1,2,1
598,1,4,24,2,1,5433,5,1,2,2,1,4,2,26,3,1,1,4,1,2,1
599,0,1,12,2,6,795,1,2,4,2,1,4,2,53,3,2,1,3,1,1,1
600,1,1,27,2,3,3416,1,3,3,3,1,2,3,27,3,2,1,4,1,1,1
601,1,1,18,2,3,1936,5,4,2,4,1,4,3,23,3,1,2,2,1,1,1
602,1,4,12,4,6,2012,5,4,4,2,1,2,3,61,3,2,1,3,1,1,1
603,0,2,21,2,9,2767,2,5,4,1,1,2,3,61,3,1,2,2,1,1,1
604,1,2,18,4,2,1295,1,2,4,2,1,1,2,27,3,2,2,3,1,1,1
605,1,1,6,2,0,1374,5,1,4,2,1,3,2,75,3,2,1,4,1,2,1
606,1,2,9,2,3,1082,1,5,4,3,1,4,3,37,3,2,2,2,1,1,1
607,1,4,7,4,3,730,5,5,4,3,1,2,2,46,3,1,2,2,1,2,1
608,1,2,6,2,3,590,1,2,3,4,1,3,1,26,3,2,1,2,1,1,2
609,1,4,9,4,0,2134,1,3,4,3,1,4,3,48,3,2,3,3,1,2,1
610,1,1,30,0,2,4583,1,3,2,1,3,2,1,32,3,2,2,3,1,1,1
611,1,1,24,4,1,6615,1,1,2,3,1,4,4,75,3,3,2,4,1,2,1
612,1,1,12,2,2,2577,1,3,2,1,1,1,3,42,3,2,1,3,1,1,1
613,1,4,15,1,3,1569,2,5,4,3,1,4,3,34,1,2,1,2,2,1,1
614,0,1,36,4,6,8065,1,3,3,2,1,2,4,25,3,2,2,4,1,2,1
615,1,4,27,3,9,5117,1,4,3,3,1,4,3,26,3,2,2,3,1,1,1
616,0,2,60,1,10,14782,2,5,3,2,1,4,4,60,1,3,2,4,1,2,1
617,0,1,30,2,2,3108,1,2,2,1,1,4,2,31,3,2,1,2,1,1,1
618,0,4,48,4,1,11590,2,3,2,2,1,4,3,24,3,1,2,2,1,1,1
619,0,2,18,4,3,1245,1,3,4,4,1,2,3,33,3,2,1,3,1,1,1
